audit_id,note_id,auditor_mds_id,audited_at_utc,rubric_version,score_accuracy,score_completeness,score_formatting,score_terminology,score_hpi,score_ros,score_plan,composite_score,pass_fail
AU-10886,NT-003125,MD-202,2026-05-15 18:27:58,v2,1.0,0.8935,0.9746,0.9374,0.8351,1.0,0.8826,0.9376,PASS
AU-10887,NT-003126,MD-229,2026-05-18 08:45:40,v2,0.8614,0.7672,0.8968,0.9137,0.8151,0.8741,0.9573,0.8504,PASS
AU-10888,NT-003128,MD-231,2026-05-15 17:13:37,v2,0.9961,0.9828,0.9556,0.9956,1.0,0.9782,1.0,0.9906,PASS
AU-10889,NT-003133,MD-207,2026-05-17 20:23:34,v2,0.9496,0.9487,0.9505,0.8949,0.9516,0.9641,0.8655,0.9365,PASS
AU-10890,NT-003135,MD-225,2026-05-16 05:56:39,v2,0.8904,0.9654,1.0,1.0,0.9835,0.9692,1.0,0.803,FAIL
AU-10891,NT-003136,MD-213,2026-05-14 21:48:34,v1,0.8868,0.9118,0.8583,0.7831,0.9189,0.8146,0.9196,0.8831,PASS
AU-10892,NT-003141,MD-234,2026-05-16 14:58:40,v2,0.9362,0.8508,0.9581,0.9013,1.0,0.9777,0.9514,0.9224,PASS
AU-10893,NT-003145,MD-207,2026-05-16 03:37:51,v2,0.9773,0.8841,0.9355,0.9444,0.9309,1.0,0.9558,0.943,PASS
AU-10894,NT-003154,MD-205,2026-05-16 22:43:49,v2,1.0,1.0,0.9858,1.0,0.9243,1.0,0.9948,0.9912,PASS
AU-10895,NT-003157,MD-229,2026-05-18 14:39:17,v2,0.9669,1.0,0.9703,0.9865,1.0,0.9925,1.0,0.9852,PASS
AU-10896,NT-003158,MD-228,2026-05-19 12:43:02,v2,0.9525,0.867,1.0,0.9445,1.0,0.9982,1.0,0.9445,PASS
AU-10897,NT-003161,MD-234,2026-05-17 02:46:07,v2,0.9532,0.864,0.8781,0.8758,0.9473,0.8605,0.8055,0.8994,PASS
AU-10898,NT-003166,MD-217,2026-05-16 09:29:36,v2,1.0,0.9007,1.0,0.8648,0.8866,0.8489,0.9937,0.9421,PASS
AU-10899,NT-003168,MD-201,2026-05-17 09:49:32,v2,0.9457,0.8951,0.9133,1.0,0.9679,0.8332,0.9085,0.9297,PASS
AU-10900,NT-003176,MD-204,2026-05-19 15:50:26,v2,0.8867,0.8554,0.9692,0.9612,0.8578,0.8275,0.8548,0.7543,FAIL
AU-10901,NT-003179,MD-206,2026-05-18 13:14:29,v2,0.8738,0.9852,0.9316,0.897,0.9652,0.839,0.9183,0.7802,FAIL
AU-10902,NT-003180,MD-203,2026-05-17 14:10:30,v2,0.9212,1.0,1.0,1.0,0.9442,0.9957,0.9779,0.9644,PASS
AU-10903,NT-003186,MD-213,2026-05-16 13:54:32,v2,0.9896,0.9383,0.8229,0.9368,0.8406,0.7812,0.9057,0.8063,FAIL
AU-10904,NT-003189,MD-233,2026-05-16 10:39:59,v2,0.8576,0.8714,0.8744,0.8751,0.7696,0.957,0.9335,0.8674,PASS
AU-10905,NT-003191,MD-218,2026-05-19 00:43:47,v2,0.846,0.8357,0.9094,0.8295,0.8182,0.7647,0.7242,0.8259,FAIL
AU-10906,NT-003192,MD-209,2026-05-19 10:08:01,v2,0.4789,0.56,0.6666,0.6104,0.5713,0.5596,0.6704,0.5541,FAIL
AU-10907,NT-003193,MD-215,2026-05-19 04:40:40,v2,0.9854,1.0,0.9703,1.0,1.0,0.9858,1.0,0.8434,FAIL
AU-10908,NT-003196,MD-226,2026-05-19 03:18:38,v2,1.0,1.0,0.9371,1.0,0.9271,0.9063,1.0,0.9849,PASS
AU-10909,NT-003200,MD-224,2026-05-18 11:03:32,v2,1.0,1.0,1.0,1.0,0.8605,1.0,0.9561,0.9817,PASS
AU-10910,NT-003205,MD-209,2026-05-17 20:00:51,v2,0.916,0.9981,1.0,1.0,1.0,0.9721,1.0,0.9687,PASS
AU-10911,NT-003206,MD-208,2026-05-18 06:47:53,v2,1.0,0.9772,0.9673,0.9959,1.0,1.0,1.0,0.9923,PASS
AU-10912,NT-003209,MD-214,2026-05-18 06:03:33,v2,0.9361,0.9877,0.9165,0.9402,0.9642,0.9853,0.9528,0.9554,PASS
AU-10913,NT-003210,MD-213,2026-05-16 13:53:09,v2,1.0,1.0,1.0,1.0,1.0,1.0,0.9665,0.9966,PASS
AU-10914,NT-003213,MD-207,2026-05-17 23:45:58,v2,0.9601,0.9454,0.8899,0.9512,1.0,0.9384,0.8762,0.9465,PASS
AU-10915,NT-003216,MD-208,2026-05-19 09:18:25,v2,0.8228,0.6686,0.843,0.8533,0.699,0.823,0.7127,0.7649,FAIL
AU-10916,NT-003220,MD-219,2026-05-17 14:28:44,v2,0.8938,0.9204,0.8862,0.8343,1.0,0.9954,0.9748,0.9179,PASS
AU-10917,NT-003222,MD-211,2026-05-18 17:13:56,v2,0.9853,0.9728,0.8557,0.9766,0.9091,1.0,0.9787,0.8264,FAIL
AU-10918,NT-003223,MD-224,2026-05-17 15:29:34,v2,0.9899,1.0,0.9284,1.0,1.0,1.0,1.0,0.9929,PASS
AU-10919,NT-003224,MD-226,2026-05-17 12:50:58,v2,0.9969,0.9619,0.9267,1.0,0.9883,0.8715,1.0,0.9781,PASS
AU-10920,NT-003231,MD-226,2026-05-18 06:14:44,v2,0.9063,0.8013,0.8501,0.8202,0.8539,0.8333,0.9571,0.8648,PASS
AU-10921,NT-003240,MD-223,2026-05-17 22:09:06,v2,0.8795,0.8809,0.9354,0.9055,0.9693,0.9044,0.9553,0.7609,FAIL
AU-10922,NT-003250,MD-215,2026-05-19 06:30:56,v2,0.7264,0.8544,0.8269,0.8494,0.9066,0.8054,0.8284,0.8079,FAIL
AU-10923,NT-003252,MD-223,2026-05-19 09:47:10,v2,0.8669,0.9701,0.8868,0.8618,0.803,0.8812,0.8208,0.8829,PASS
AU-10924,NT-003256,MD-229,2026-05-19 04:14:28,v2,0.7399,1.0,0.9269,0.9118,0.7761,0.8658,0.845,0.8519,PASS
AU-10925,NT-003258,MD-206,2026-05-18 18:20:32,v2,1.0,0.874,0.9018,0.8825,0.9211,0.902,0.7443,0.9135,PASS
AU-10926,NT-003259,MD-210,2026-05-19 02:58:06,v2,0.9785,1.0,1.0,1.0,0.9632,1.0,0.9414,0.9829,PASS
AU-10927,NT-003264,MD-202,2026-05-20 05:11:17,v2,0.8825,0.8771,0.9928,1.0,0.925,0.9887,0.9968,0.9194,PASS
AU-10928,NT-003267,MD-214,2026-05-20 23:11:21,v2,0.8826,0.9497,0.9185,0.937,0.9082,0.8258,0.8354,0.9016,PASS
AU-10929,NT-003269,MD-208,2026-05-19 05:11:04,v2,0.8237,0.7864,0.9104,0.8908,0.92,0.8096,0.9532,0.8473,FAIL
AU-10930,NT-003272,MD-231,2026-05-19 17:31:14,v2,0.9013,0.9276,0.8796,0.9677,0.9554,0.956,0.838,0.7719,FAIL
AU-10931,NT-003280,MD-229,2026-05-22 16:53:33,v2,1.0,0.9657,0.9473,0.9865,1.0,0.9466,1.0,0.9848,PASS
AU-10932,NT-003281,MD-206,2026-05-19 15:46:22,v2,0.9853,1.0,0.9714,1.0,0.9702,1.0,0.9257,0.983,PASS
AU-10933,NT-003284,MD-227,2026-05-22 01:32:03,v2,0.9181,0.8628,0.9601,0.9043,0.958,0.958,0.9561,0.9148,PASS
AU-10934,NT-003285,MD-219,2026-05-21 15:36:36,v2,1.0,0.9912,0.9831,1.0,0.9862,0.9748,1.0,0.9943,PASS
AU-10935,NT-003286,MD-232,2026-05-22 08:23:37,v2,0.8696,0.8984,0.8042,0.9652,0.9189,1.0,0.9478,0.9024,PASS
AU-10936,NT-003287,MD-227,2026-05-19 10:00:50,v2,0.9216,1.0,1.0,0.9755,0.962,0.9383,0.8866,0.9519,PASS
AU-10937,NT-003288,MD-227,2026-05-20 12:42:32,v2,0.9954,0.9752,0.9827,0.9756,1.0,0.9742,1.0,0.9876,PASS
AU-10938,NT-003294,MD-229,2026-05-22 11:57:16,v2,1.0,1.0,1.0,0.9929,0.9991,0.9636,0.9115,0.9885,PASS
AU-10939,NT-003298,MD-210,2026-05-19 03:04:30,v2,0.9777,0.8863,0.9143,0.9338,0.8307,0.8519,0.8802,0.9165,PASS
AU-10940,NT-003299,MD-208,2026-05-19 10:33:49,v2,1.0,0.9376,1.0,0.8958,0.9735,0.9736,0.9057,0.9606,PASS
AU-10941,NT-003303,MD-205,2026-05-19 02:38:59,v2,0.8744,0.9783,0.8706,0.9101,0.9585,0.9498,0.8714,0.9156,PASS
AU-10942,NT-003305,MD-205,2026-05-19 16:37:09,v2,0.8876,0.9442,0.9357,1.0,0.9444,0.9546,0.8079,0.9165,PASS
AU-10943,NT-003308,MD-227,2026-05-21 23:45:08,v2,0.8995,0.8266,0.7984,0.8395,0.8102,0.8462,0.8465,0.73,FAIL
AU-10944,NT-003311,MD-209,2026-05-21 18:26:21,v2,0.7089,0.6277,0.7544,0.7446,0.7752,0.7548,0.6508,0.5823,FAIL
AU-10945,NT-003315,MD-232,2026-05-20 06:23:45,v2,1.0,1.0,0.927,1.0,0.9099,0.9824,1.0,0.8464,FAIL
AU-10946,NT-003322,MD-225,2026-05-21 02:03:09,v2,0.9153,0.841,0.8751,0.9217,0.9022,0.9373,0.9136,0.7579,FAIL
AU-10947,NT-003325,MD-214,2026-05-19 22:38:16,v2,0.9992,0.9886,1.0,1.0,1.0,0.999,1.0,0.9968,PASS
AU-10948,NT-003327,MD-213,2026-05-19 05:30:38,v2,0.9246,0.7887,0.917,1.0,0.8813,0.8722,0.7802,0.8764,PASS
AU-10949,NT-003333,MD-220,2026-05-21 19:17:32,v2,0.921,1.0,0.923,0.8566,0.884,0.968,0.9011,0.9311,PASS
AU-10950,NT-003334,MD-231,2026-05-19 13:12:07,v2,0.6796,0.6191,0.6811,0.6587,0.7161,0.6057,0.6031,0.6548,FAIL
AU-10951,NT-003339,MD-231,2026-05-21 14:44:42,v2,0.8234,0.8804,0.8332,0.8539,0.9022,0.7462,0.9227,0.8551,PASS
AU-10952,NT-003340,MD-205,2026-05-22 06:03:11,v2,0.9892,0.9396,0.9495,0.9549,0.9898,1.0,0.9851,0.9716,PASS
AU-10953,NT-003344,MD-211,2026-05-22 20:00:40,v2,0.9355,0.8729,0.9535,0.9129,0.91,0.8771,0.9442,0.9139,PASS
AU-10954,NT-003346,MD-206,2026-05-19 18:17:54,v2,0.9253,0.9373,0.9398,1.0,0.8236,0.9422,0.8821,0.9228,PASS
AU-10955,NT-003348,MD-234,2026-05-20 10:23:17,v2,0.9543,0.9268,0.9775,0.9429,1.0,1.0,0.9661,0.9555,PASS
AU-10956,NT-003353,MD-233,2026-05-22 16:56:50,v2,1.0,0.9122,0.9597,0.9093,1.0,0.9607,0.9514,0.9601,PASS
AU-10957,NT-003357,MD-231,2026-05-22 12:04:35,v2,0.8477,0.8613,0.9449,0.8167,0.8627,0.8166,0.9528,0.8633,PASS
AU-10958,NT-003358,MD-232,2026-05-19 20:44:00,v2,0.8865,0.783,0.8475,0.9127,0.9514,1.0,0.9175,0.7314,FAIL
AU-10959,NT-003361,MD-219,2026-05-21 04:13:47,v2,0.7794,0.9402,0.8229,0.9646,0.9187,0.9379,0.8988,0.8741,PASS
AU-10960,NT-003362,MD-225,2026-05-22 00:32:19,v2,0.762,1.0,0.8894,0.8972,0.9718,0.9111,0.8379,0.8774,PASS
AU-10961,NT-003365,MD-225,2026-05-22 15:43:15,v2,0.9499,0.9316,0.9523,0.9304,0.9503,0.9899,0.8873,0.9393,PASS
AU-10962,NT-003368,MD-209,2026-05-22 12:49:54,v2,0.8457,1.0,0.7981,0.7175,0.7442,0.8411,0.8285,0.857,PASS
AU-10963,NT-003389,MD-230,2026-05-20 09:57:49,v2,0.9859,0.9094,0.8319,0.9496,1.0,0.8952,0.9271,0.9464,PASS
AU-10964,NT-003397,MD-218,2026-05-23 13:27:32,v2,0.9275,0.873,0.925,0.8819,0.7858,0.9295,0.958,0.8982,PASS
AU-10965,NT-003401,MD-228,2026-05-23 01:28:02,v2,0.8802,0.9565,0.8707,0.9468,0.8706,0.8996,0.8733,0.9048,PASS
AU-10966,NT-003404,MD-222,2026-05-22 12:54:53,v2,0.8058,0.7914,0.8075,0.7878,0.7955,0.8914,0.7708,0.8002,FAIL
AU-10967,NT-003405,MD-217,2026-05-22 15:09:22,v2,0.9009,0.9384,0.9617,0.9505,0.9661,0.9546,0.9578,0.9332,PASS
AU-10968,NT-003406,MD-228,2026-05-21 07:01:03,v2,0.8956,0.9618,0.9346,0.8487,0.9517,0.8413,0.8351,0.9062,PASS
AU-10969,NT-003410,MD-232,2026-05-20 11:59:38,v2,1.0,0.9484,0.8883,0.9929,0.9774,0.9765,0.9528,0.9726,PASS
AU-10970,NT-003412,MD-211,2026-05-22 04:28:49,v2,0.7389,0.8271,0.908,0.8897,0.9719,0.8397,0.7986,0.8188,FAIL
AU-10971,NT-003428,MD-229,2026-05-23 12:59:28,v2,0.9794,0.9916,1.0,0.9681,0.992,0.9455,1.0,0.984,PASS
AU-10972,NT-003431,MD-224,2026-05-21 21:29:35,v2,0.9533,0.953,1.0,1.0,1.0,0.8792,1.0,0.9659,PASS
AU-10973,NT-003432,MD-224,2026-05-22 20:55:39,v2,0.5215,0.5928,0.5424,0.6088,0.6492,0.5181,0.6661,0.5761,FAIL
AU-10974,NT-003436,MD-227,2026-05-22 05:34:13,v2,0.9825,0.9661,0.9556,1.0,0.9659,0.9225,0.8933,0.9652,PASS
AU-10975,NT-003440,MD-228,2026-05-21 02:25:31,v2,0.5405,0.6289,0.5288,0.5687,0.4323,0.5805,0.6206,0.4918,FAIL
AU-10976,NT-003443,MD-211,2026-05-23 23:32:12,v2,1.0,0.9124,0.937,1.0,1.0,0.9721,0.9323,0.9668,PASS
AU-10977,NT-003449,MD-228,2026-05-21 15:16:27,v2,0.9776,0.9669,0.964,0.9825,1.0,1.0,0.9288,0.9732,PASS
AU-10978,NT-003450,MD-202,2026-05-23 12:03:48,v2,0.8801,0.9451,0.8365,0.8744,0.8179,0.8854,0.9264,0.8923,PASS
AU-10979,NT-003451,MD-212,2026-05-24 16:13:27,v2,0.8572,0.9095,0.824,0.8389,0.8647,0.8457,0.9313,0.8744,PASS
AU-10980,NT-003452,MD-209,2026-05-23 22:36:12,v2,0.9238,0.9314,0.8175,0.8735,0.887,0.8451,0.9318,0.9085,PASS
AU-10981,NT-003453,MD-222,2026-05-21 21:10:54,v2,0.9689,1.0,0.9703,0.9801,0.8794,0.9467,0.9772,0.8334,FAIL
AU-10982,NT-003459,MD-202,2026-05-21 10:17:53,v2,1.0,1.0,0.9877,0.9963,1.0,1.0,0.9281,0.8418,FAIL
AU-10983,NT-003461,MD-223,2026-05-24 09:58:42,v2,0.7858,0.8303,0.7898,0.7068,0.7444,0.7541,0.5619,0.7611,FAIL
AU-10984,NT-003463,MD-207,2026-05-24 06:27:09,v2,1.0,1.0,1.0,1.0,0.9439,1.0,1.0,0.9944,PASS
AU-10985,NT-003472,MD-206,2026-05-23 11:41:57,v2,1.0,0.9583,0.9764,1.0,0.9968,1.0,0.9391,0.982,PASS
AU-10986,NT-003473,MD-212,2026-05-23 03:52:04,v2,0.9222,1.0,0.9706,0.9659,0.9247,0.9153,0.9667,0.9528,PASS
AU-10987,NT-003475,MD-228,2026-05-23 20:17:49,v2,0.9719,1.0,0.8936,0.8796,0.9654,1.0,0.9455,0.8174,FAIL
AU-10988,NT-003476,MD-211,2026-05-23 09:56:14,v2,0.8963,0.8781,0.82,0.8319,0.8516,0.8598,0.8186,0.7393,FAIL
AU-10989,NT-003477,MD-215,2026-05-21 11:38:05,v2,0.9514,1.0,0.8583,0.8217,0.9025,0.9198,0.8975,0.9341,PASS
AU-10990,NT-003480,MD-230,2026-05-21 07:16:50,v2,1.0,0.9598,0.9037,1.0,0.9847,0.9871,0.9419,0.9771,PASS
AU-10991,NT-003485,MD-230,2026-05-21 07:49:22,v2,0.9945,0.913,1.0,0.8872,0.9948,1.0,0.9711,0.9616,PASS
AU-10992,NT-003486,MD-233,2026-05-21 20:42:37,v2,0.7808,0.8014,0.8138,1.0,0.8168,0.9033,0.8387,0.825,FAIL
AU-10993,NT-003487,MD-232,2026-05-23 19:19:38,v2,0.8305,0.8968,0.9174,0.8763,0.9045,0.8303,0.9655,0.8769,PASS
AU-10994,NT-003493,MD-212,2026-05-22 04:24:59,v2,0.8143,0.8381,0.7923,0.6799,0.7345,0.8358,0.8535,0.8027,FAIL
AU-10995,NT-003496,MD-223,2026-05-21 09:44:54,v2,0.8268,0.7923,0.767,0.8193,0.7646,0.7255,0.7549,0.7959,FAIL
AU-10996,NT-003497,MD-234,2026-05-23 20:25:53,v2,0.9454,0.9712,0.904,0.8667,0.9575,0.9445,0.9274,0.9413,PASS
AU-10997,NT-003501,MD-232,2026-05-23 21:46:15,v2,0.9078,0.8063,0.8865,0.8887,0.7659,0.8445,0.8831,0.7408,FAIL
AU-10998,NT-003502,MD-220,2026-05-22 07:37:30,v2,0.8836,0.9727,0.9457,0.9385,1.0,0.9297,0.9035,0.9304,PASS
AU-10999,NT-003510,MD-213,2026-05-24 00:36:06,v2,1.0,0.8738,0.8359,0.8429,0.8504,0.8313,0.9027,0.9114,PASS
AU-11000,NT-003514,MD-204,2026-05-23 08:59:21,v2,1.0,1.0,0.9995,1.0,0.9513,0.9943,0.9849,0.9933,PASS
AU-11001,NT-003515,MD-217,2026-05-25 15:01:19,v2,0.9484,0.9708,0.8936,0.9978,0.9579,0.9059,1.0,0.9602,PASS
AU-11002,NT-003520,MD-217,2026-05-24 14:11:29,v2,0.9778,1.0,1.0,0.9137,1.0,0.9867,1.0,0.9829,PASS
AU-11003,NT-003523,MD-221,2026-05-22 19:19:04,v2,0.9548,0.8509,0.9703,0.9665,1.0,1.0,0.9125,0.9333,PASS
AU-11004,NT-003524,MD-228,2026-05-23 20:39:37,v2,0.9934,0.8221,0.9129,0.9794,0.852,0.9488,0.9884,0.9283,PASS
AU-11005,NT-003528,MD-202,2026-05-23 00:53:41,v2,0.9826,1.0,1.0,0.9885,0.9535,1.0,0.9645,0.9846,PASS
AU-11006,NT-003530,MD-203,2026-05-24 09:01:49,v2,0.895,0.882,1.0,0.8322,0.8491,0.9099,0.9708,0.7641,FAIL
AU-11007,NT-003535,MD-213,2026-05-23 10:00:29,v2,0.9948,0.9632,1.0,0.9952,1.0,0.9903,0.9536,0.9834,PASS
AU-11008,NT-003537,MD-203,2026-05-25 14:22:31,v2,0.9941,0.9003,0.9037,0.8961,0.988,0.8894,0.9017,0.9413,PASS
AU-11009,NT-003538,MD-216,2026-05-24 11:49:09,v2,0.9902,0.9985,0.9324,0.9612,0.9319,0.8852,0.9777,0.9741,PASS
AU-11010,NT-003539,MD-211,2026-05-25 11:47:10,v2,0.8978,0.9725,0.9621,1.0,1.0,1.0,0.8902,0.9445,PASS
AU-11011,NT-003543,MD-210,2026-05-24 21:09:49,v2,1.0,1.0,0.9941,0.9759,1.0,0.981,1.0,0.9963,PASS
AU-11012,NT-003546,MD-229,2026-05-25 10:04:24,v2,0.8687,0.7765,0.7766,0.8508,0.8033,0.787,0.8153,0.8233,FAIL
AU-11013,NT-003549,MD-214,2026-05-23 21:02:35,v2,0.9113,0.9219,0.9289,0.8395,0.9871,0.9045,0.8892,0.9127,PASS
AU-11014,NT-003551,MD-230,2026-05-23 20:25:25,v2,0.9592,0.9317,0.9478,1.0,0.9711,0.9739,0.994,0.9613,PASS
AU-11015,NT-003556,MD-219,2026-05-25 19:44:05,v2,0.9516,0.9152,0.9357,1.0,0.9609,1.0,0.9084,0.9456,PASS
AU-11016,NT-003562,MD-231,2026-05-25 09:05:28,v2,0.9268,0.9529,1.0,0.8728,0.9735,0.9405,0.905,0.9348,PASS
AU-11017,NT-003563,MD-222,2026-05-23 19:13:20,v2,0.9464,0.9176,0.8916,0.8864,0.9234,1.0,0.9515,0.9314,PASS
AU-11018,NT-003565,MD-219,2026-05-24 05:47:19,v2,0.5325,0.4803,0.5344,0.4655,0.4727,0.4767,0.5103,0.5018,FAIL
AU-11019,NT-003566,MD-234,2026-05-23 20:44:31,v2,0.8401,0.8217,0.9858,0.9654,0.8389,0.8165,0.8596,0.856,PASS
AU-11020,NT-003570,MD-227,2026-05-24 14:47:46,v2,0.9106,0.861,0.8631,0.9634,0.8278,0.8735,0.7454,0.8745,PASS
AU-11021,NT-003574,MD-224,2026-05-23 06:43:18,v2,0.8809,0.9328,0.9002,0.8595,0.9131,0.8913,0.8867,0.897,PASS
AU-11022,NT-003581,MD-218,2026-05-24 04:05:22,v2,0.9544,0.8805,0.8898,0.9335,0.9526,0.9421,0.7424,0.9086,PASS
AU-11023,NT-003586,MD-203,2026-05-24 07:33:18,v2,0.8531,0.8124,0.8322,0.8316,0.8533,0.9947,0.8655,0.713,FAIL
AU-11024,NT-003588,MD-230,2026-05-23 18:25:20,v2,0.9574,1.0,0.9234,0.97,0.9621,1.0,0.9696,0.9714,PASS
AU-11025,NT-003591,MD-227,2026-05-23 21:30:05,v2,0.8851,0.961,0.8834,0.949,0.9178,0.9017,0.908,0.7799,FAIL
AU-11026,NT-003592,MD-209,2026-05-25 22:44:21,v2,0.9859,0.9369,1.0,1.0,1.0,1.0,0.9252,0.9718,PASS
AU-11027,NT-003596,MD-211,2026-05-26 09:48:38,v2,0.952,0.9523,1.0,0.9607,1.0,1.0,0.9277,0.9601,PASS
AU-11028,NT-003599,MD-212,2026-05-25 12:52:42,v2,0.9658,0.9598,0.9472,0.9664,1.0,0.9362,0.9752,0.9663,PASS
AU-11029,NT-003603,MD-229,2026-05-23 05:48:49,v2,0.9543,0.9865,0.9817,0.9178,0.8775,0.9249,0.9039,0.9459,PASS
AU-11030,NT-003604,MD-221,2026-05-24 11:34:11,v2,0.8983,0.8834,0.8481,0.9492,0.9532,0.8806,0.7182,0.7444,FAIL
AU-11031,NT-003611,MD-214,2026-05-23 10:39:14,v2,0.9093,1.0,0.9556,0.8838,0.9982,0.9063,0.9892,0.8033,FAIL
AU-11032,NT-003613,MD-223,2026-05-23 23:45:01,v2,0.9402,0.9305,0.9342,0.9547,0.914,0.8845,0.9547,0.935,PASS
AU-11033,NT-003622,MD-233,2026-05-26 00:06:04,v2,0.771,0.7824,0.8353,0.7755,0.7844,0.7834,0.8322,0.7856,FAIL
AU-11034,NT-003624,MD-218,2026-05-23 21:08:50,v2,0.897,1.0,0.9792,0.9094,0.9529,0.9427,1.0,0.9463,PASS
AU-11035,NT-003628,MD-227,2026-05-25 09:26:39,v2,0.834,0.8867,0.7503,0.8248,0.7459,0.9373,0.8424,0.8393,FAIL
AU-11036,NT-003632,MD-213,2026-05-24 19:48:04,v2,1.0,0.9483,0.8129,0.9145,0.9639,0.9474,0.7974,0.9427,PASS
AU-11037,NT-003636,MD-234,2026-05-26 03:03:54,v2,0.9291,0.8777,0.9991,0.9783,0.9375,0.9492,0.9198,0.9256,PASS
AU-11038,NT-003638,MD-201,2026-05-26 02:00:56,v2,0.933,0.9453,0.9377,0.9866,1.0,0.982,0.9777,0.9553,PASS
AU-11039,NT-003639,MD-214,2026-05-26 05:03:33,v2,0.7569,0.6602,0.7545,0.7287,0.7352,0.724,0.7316,0.7234,FAIL
AU-11040,NT-003643,MD-216,2026-05-24 06:14:26,v2,1.0,1.0,0.9748,0.9677,1.0,1.0,0.9533,0.9908,PASS
AU-11041,NT-003644,MD-215,2026-05-25 08:07:42,v2,1.0,0.984,0.9304,0.9545,0.915,0.8742,1.0,0.9732,PASS
AU-11042,NT-003648,MD-203,2026-05-23 16:50:08,v2,0.948,1.0,0.9767,0.9365,0.9917,0.9274,0.9286,0.9627,PASS
AU-11043,NT-003649,MD-215,2026-05-25 16:43:47,v2,1.0,1.0,0.9499,1.0,1.0,1.0,1.0,0.9975,PASS
AU-11044,NT-003656,MD-217,2026-05-24 07:21:35,v2,0.7547,0.7198,0.8121,0.7073,0.669,0.776,0.7094,0.732,FAIL
AU-11045,NT-003659,MD-223,2026-05-26 05:36:03,v2,0.9464,1.0,0.9791,1.0,0.975,1.0,1.0,0.9777,PASS
AU-11046,NT-003660,MD-218,2026-05-25 18:59:28,v2,0.5265,0.488,0.4862,0.4418,0.4672,0.4936,0.4335,0.4895,FAIL
AU-11047,NT-003661,MD-201,2026-05-26 15:54:33,v2,0.9571,1.0,0.9905,0.9711,1.0,0.9334,1.0,0.9783,PASS
AU-11048,NT-003664,MD-212,2026-05-25 01:48:27,v2,1.0,1.0,0.9189,1.0,0.9298,1.0,0.958,0.9847,PASS
AU-11049,NT-003668,MD-216,2026-05-25 15:36:42,v2,0.9036,0.8724,0.82,0.9181,0.8841,0.9098,0.9793,0.899,PASS
AU-11050,NT-003672,MD-225,2026-05-24 13:25:33,v2,0.8108,0.7284,0.8629,0.8039,0.8316,0.8261,0.86,0.7999,FAIL
AU-11051,NT-003676,MD-231,2026-05-25 14:18:15,v2,0.9725,1.0,0.9806,0.9348,0.8549,0.9258,0.8924,0.8221,FAIL
AU-11052,NT-003677,MD-226,2026-05-25 12:03:45,v2,0.883,0.9397,0.9355,0.9266,0.8849,0.9111,0.9963,0.9171,PASS
AU-11053,NT-003680,MD-203,2026-05-26 22:54:13,v2,0.9999,0.938,0.9047,0.9477,0.9663,1.0,0.9531,0.8198,FAIL
AU-11054,NT-003682,MD-221,2026-05-28 10:58:01,v2,0.8214,0.8809,0.8643,0.8206,0.7561,0.9021,0.8774,0.8415,FAIL
AU-11055,NT-003684,MD-220,2026-05-28 12:21:02,v2,0.7714,0.8464,0.7585,0.7017,0.7993,0.7415,0.8199,0.7887,FAIL
AU-11056,NT-003685,MD-207,2026-05-26 00:23:29,v2,0.9548,0.8991,0.8596,0.8563,0.9382,0.851,0.9174,0.9157,PASS
AU-11057,NT-003690,MD-209,2026-05-25 08:44:26,v2,1.0,1.0,0.9763,0.9918,0.9296,0.9617,0.9442,0.9835,PASS
AU-11058,NT-003691,MD-220,2026-05-28 00:20:34,v2,0.8591,0.83,0.8626,0.8442,0.9003,1.0,0.9572,0.8715,PASS
AU-11059,NT-003693,MD-216,2026-05-28 01:12:43,v2,1.0,1.0,1.0,1.0,1.0,1.0,0.93,0.993,PASS
AU-11060,NT-003695,MD-210,2026-05-27 15:54:31,v2,0.9052,0.9497,0.7864,0.9131,0.9352,0.8468,0.9018,0.9109,PASS
AU-11061,NT-003696,MD-211,2026-05-25 04:22:32,v2,1.0,0.9996,0.9795,1.0,0.907,1.0,1.0,0.9896,PASS
AU-11062,NT-003698,MD-204,2026-05-25 15:41:38,v2,1.0,0.9911,1.0,0.9215,1.0,0.943,1.0,0.9871,PASS
AU-11063,NT-003699,MD-206,2026-05-25 08:28:22,v2,0.8646,0.9406,0.8841,0.8903,0.9861,0.9413,0.8266,0.8993,PASS
AU-11064,NT-003702,MD-209,2026-05-25 21:37:54,v2,0.9653,0.9553,0.8967,0.7831,0.8723,0.94,0.8835,0.9224,PASS
AU-11065,NT-003703,MD-214,2026-05-27 09:53:14,v2,0.9063,0.9126,0.9112,0.9406,0.9023,0.9296,0.8631,0.908,PASS
AU-11066,NT-003705,MD-226,2026-05-28 10:13:57,v2,0.9667,0.957,0.976,0.9078,0.949,0.8521,0.9867,0.9533,PASS
AU-11067,NT-003712,MD-202,2026-05-27 10:55:13,v2,1.0,0.9852,0.9325,1.0,0.972,0.9165,0.9944,0.8424,FAIL
AU-11068,NT-003713,MD-202,2026-05-28 12:40:49,v2,1.0,0.9274,0.8331,0.9796,0.9959,0.8778,0.9773,0.9627,PASS
AU-11069,NT-003716,MD-224,2026-05-28 09:51:13,v2,0.932,1.0,0.9129,0.9844,0.9607,0.9213,0.8674,0.9491,PASS
